YYYY/MM,FishGroup,Country,AmountSold_by_Kilo,AvgPrice_per_Kilo,Imported
2005-06,Cod,NORWAY,679.0,11.475699558173783,Yes
2005-06,Cod,RUSSIAN FEDERATION,24200.0,4.77904958677686,Yes
2005-06,Cod,USA,121602.36231187235,3.056098113019281,No
2005-06,Haddock,USA,71136.52239388195,2.4428715960810816,No
2005-06,Hake,USA,84115.62990447333,2.1061875206926115,No
2005-06,Pollock,ICELAND,5217.0,3.007283879624305,Yes
2005-06,Pollock,USA,160999.17446090482,1.5780163522620598,No
2005-06,Redfish,USA,14285.001496856605,1.1243562,No
2005-07,Cod,NORWAY,8910.0,14.68742985409652,Yes
2005-07,Cod,RUSSIAN FEDERATION,6613.0,7.146831997580523,Yes
2005-07,Cod,USA,206088.57762335462,3.0805125025427706,No
2005-07,Haddock,USA,83780.4247444004,2.1465109606288983,No
2005-07,Hake,RUSSIAN FEDERATION,500580.0,1.202145511207,Yes
2005-07,Hake,UKRAINE,228800.0,1.1380026223776225,Yes
2005-07,Hake,USA,93987.17239252117,2.1254536647375075,No
2005-07,Pollock,ICELAND,4468.0,3.323187108325873,Yes
2005-07,Pollock,USA,259783.54546361734,0.8878775581739198,No
2005-07,Redfish,USA,6319.456414257333,1.1904948,No
2005-08,Cod,NORWAY,9223.0,15.08543857746937,Yes
2005-08,Cod,USA,65114.169335304956,3.6699038387399683,No
2005-08,Haddock,USA,64593.44467527284,2.0368147365635796,No
2005-08,Hake,GERMANY,21328.0,1.4534883720930232,Yes
2005-08,Hake,RUSSIAN FEDERATION,981810.0,1.373613020849248,Yes
2005-08,Hake,USA,132823.79729840063,1.6199384777157766,No
2005-08,Pollock,USA,114957.22618864023,1.3899950033396857,No
2005-08,Redfish,USA,18012.62802659869,1.1243562,No
2005-09,Cod,NORWAY,5404.0,15.436158401184311,Yes
2005-09,Cod,USA,31882.13841841225,3.9381364057904613,No
2005-09,Haddock,NORWAY,225.0,15.12,Yes
2005-09,Haddock,USA,60522.44831308798,2.35102997261315,No
2005-09,Hake,RUSSIAN FEDERATION,118000.0,1.186949152542373,Yes
2005-09,Hake,USA,95102.10376391397,2.6753505961509845,No
2005-09,Pollock,USA,201007.42985185658,1.3546854472030596,No
2005-09,Redfish,USA,18598.216472680106,1.1464024,No
2005-10,Cod,NORWAY,19542.0,5.842646607307338,Yes
2005-10,Cod,USA,22169.80704157633,4.451522731565594,No
2005-10,Haddock,ICELAND,680.0,3.663235294117647,Yes
2005-10,Haddock,NORWAY,180.0,14.36111111111111,Yes
2005-10,Haddock,USA,55472.14485943156,3.4602810200760454,No
2005-10,Hake,RUSSIAN FEDERATION,520868.0,1.0772211001635732,Yes
2005-10,Hake,USA,75881.10422657873,2.7030825670056013,No
2005-10,Pollock,USA,237369.2518438552,1.3675146527130242,No
2005-10,Redfish,USA,16269.01688272809,1.3889106,No
2005-11,Cod,NORWAY,9631.0,17.099781954106533,Yes
2005-11,Cod,USA,27358.90992552005,4.521482776059419,No
2005-11,Haddock,USA,78270.63167348568,3.5231381695034103,No
2005-11,Hake,FRANCE,48498.0,0.9001608313744897,Yes
2005-11,Hake,RUSSIAN FEDERATION,825125.0,1.1704166035449175,Yes
2005-11,Hake,USA,80852.02892108391,2.9101703833512857,No
2005-11,Pollock,USA,152549.64574393776,1.2441925975927257,No
2005-11,Redfish,USA,19717.230180257822,1.5873263999999998,No
2005-12,Cod,NORWAY,7804.0,16.608277806253202,Yes
2005-12,Cod,USA,17080.49459770845,4.6857630229711065,No
2005-12,Haddock,USA,28350.91761845579,4.518666793225925,No
2005-12,Hake,FRANCE,48723.0,0.9289452619912568,Yes
2005-12,Hake,USA,61044.987344757836,3.1900488225217525,No
2005-12,Pollock,USA,78819.4790939028,1.3374107671329998,No
2005-12,Redfish,USA,16561.58430931408,1.7196036,No
2006-01,Cod,NORWAY,8999.0,16.516724080453383,Yes
2006-01,Cod,USA,22470.539140532157,5.130343303247945,No
2006-01,Haddock,USA,13488.038754978184,4.210650712953994,No
2006-01,Hake,USA,71537.95211873249,3.567638050029801,No
2006-01,Pollock,ICELAND,1247.0,3.842822774659182,Yes
2006-01,Pollock,USA,64498.19016429136,2.0361762037891897,No
2006-01,Redfish,USA,16579.728025691504,1.7857422,No
2006-02,Cod,NORWAY,1489.0,15.196104768300874,Yes
2006-02,Cod,USA,32291.279222723195,5.071463997151285,No
2006-02,Haddock,USA,46404.822599813124,3.6463470932583943,No
2006-02,Hake,USA,63118.81412669757,3.055855574422398,No
2006-02,Pollock,USA,84417.72278215748,2.177792102665642,No
2006-02,Redfish,USA,17943.228311455037,1.7416498,No
2006-03,Cod,NORWAY,9904.0,16.714256865912763,Yes
2006-03,Cod,USA,40812.92921229056,5.038024566442535,No
2006-03,Haddock,USA,28432.11074924477,4.638724545046425,No
2006-03,Hake,USA,62193.48459144887,3.813727942052176,No
2006-03,Pollock,USA,247279.8033221145,1.4414006126319339,No
2006-03,Redfish,USA,14224.220046992226,1.5873263999999998,No
2006-04,Cod,NORWAY,9316.0,16.858200944611422,Yes
2006-04,Cod,USA,51562.17398009635,6.070807451230261,No
2006-04,Haddock,USA,120738.26781939746,4.31684327937877,No
2006-04,Hake,RUSSIAN FEDERATION,45360.0,1.3227513227513228,Yes
2006-04,Hake,USA,20633.487857317818,5.498675783006881,No
2006-04,Pollock,ICELAND,2812.0,3.6447368421052633,Yes
2006-04,Pollock,USA,91067.84842739339,3.612608683319221,No
2006-04,Redfish,USA,5107.002567335868,2.5794053999999997,No
2006-05,Cod,NORWAY,180.0,17.083333333333332,Yes
2006-05,Cod,USA,15883.462909707798,6.124104079378587,No
2006-05,Haddock,USA,32773.44848545327,4.519135972698711,No
2006-05,Hake,USA,17980.42293002876,5.632371963335014,No
2006-05,Pollock,ICELAND,2790.0,3.5827956989247314,Yes
2006-05,Pollock,USA,40690.459126742935,3.253228713583109,No
2006-05,Redfish,USA,3423.7192804202086,2.2707585999999997,No
2006-06,Cod,NORWAY,18189.0,4.2675243278904835,Yes
2006-06,Cod,USA,71928.949206666,3.400628018312985,No
2006-06,Haddock,USA,30260.99736008927,3.641312237293521,No
2006-06,Hake,RUSSIAN FEDERATION,140080.0,1.5230868075385493,Yes
2006-06,Hake,UKRAINE,481630.0,1.5299337665843074,Yes
2006-06,Hake,USA,30803.04088686486,2.8929562612761193,No
2006-06,Pollock,USA,103391.06059094085,1.5815458228728865,No
2006-06,Redfish,USA,12571.327485008756,1.6975574,No
2006-07,Cod,NORWAY,35880.0,4.255295429208473,Yes
2006-07,Cod,USA,59501.86426685778,3.6132598978037644,No
2006-07,Haddock,USA,10748.33758198692,3.6064628324442944,No
2006-07,Hake,CROATIA,23515.0,1.2002551562832235,Yes
2006-07,Hake,GREECE,70545.0,1.2002551562832235,Yes
2006-07,Hake,ROMANIA,23515.0,1.2002551562832235,Yes
2006-07,Hake,RUSSIAN FEDERATION,165800.0,1.51875753920386,Yes
2006-07,Hake,UKRAINE,69680.0,1.388490241102181,Yes
2006-07,Hake,USA,54979.542959784456,2.341162422796986,No
2006-07,Pollock,ICELAND,1950.0,3.6851282051282057,Yes
2006-07,Pollock,USA,131774.636898876,1.3037209135460377,No
2006-07,Redfish,USA,9703.71311155664,1.4991416,No
2006-08,Cod,NORWAY,836.0,9.27153110047847,Yes
2006-08,Cod,USA,38765.86441200752,4.01508265998549,No
2006-08,Haddock,USA,19606.55351035553,2.908695807750144,No
2006-08,Hake,UKRAINE,169429.0,1.6667453623641757,Yes
2006-08,Hake,USA,54638.89468479829,2.3172200083913066,No
2006-08,Pollock,USA,100270.34137402366,1.3462744631182766,No
2006-08,Redfish,USA,16968.003556168413,1.4991416,No
2006-09,Cod,NORWAY,225.0,16.92888888888889,Yes
2006-09,Cod,USA,24080.79396902868,4.402456585789899,No
2006-09,Haddock,USA,41900.19141620779,2.8968037113321925,No
2006-09,Hake,USA,52061.126180475556,3.4173156259289907,No
2006-09,Pollock,USA,101552.6485289982,1.5897623778261163,No
2006-09,Redfish,USA,17916.466329798335,1.3227719999999998,No
2006-10,Cod,NORWAY,1926.0,13.90913811007269,Yes
2006-10,Cod,USA,30093.167983598083,4.38809765964066,No
2006-10,Haddock,USA,18979.234516606037,3.7830356085846755,No
2006-10,Hake,USA,50771.56153895002,3.4999599108976875,No
2006-10,Pollock,USA,87565.20398073137,1.3656406262276737,No
2006-10,Redfish,USA,13868.603205994685,1.3889106,No
2006-11,Cod,NORWAY,1530.0,19.34575163398693,Yes
2006-11,Cod,USA,27160.236231187235,4.962458678663282,No
2006-11,Haddock,USA,22613.420907004383,4.662348099987964,No
2006-11,Hake,USA,35515.871215901156,3.2424194045517822,No
2006-11,Pollock,USA,87532.54529125201,0.8572013957818587,No
2006-11,Redfish,USA,10874.436410810027,1.763696,No
2006-12,Cod,NORWAY,21100.0,6.98739336492891,Yes
2006-12,Cod,USA,13601.890575246529,3.8163959423750287,No
2006-12,Haddock,NORWAY,495.0,12.153535353535354,Yes
2006-12,Haddock,USA,5266.667271457213,4.952133608543622,No
2006-12,Hake,USA,25443.840661882776,3.069591223977609,No
2006-12,Pollock,USA,106311.2917418875,0.909843897248865,No
2006-12,Redfish,USA,6820.676579183715,1.5211877999999996,No
2007-01,Cod,NORWAY,9315.0,18.84422973698336,Yes
2007-01,Cod,USA,9085.9195689053,6.317084315431081,No
2007-01,Haddock,USA,5695.766163783328,4.605777211642908,No
2007-01,Hake,USA,29313.89536518765,5.0853568979110575,No
2007-01,Pollock,USA,84766.08213660405,1.6713689771775015,No
2007-01,Redfish,USA,9716.413713020838,1.8959732,No
2007-02,Cod,USA,6688.6810425379435,6.328196804543604,No
2007-02,Haddock,USA,3614.2283023831774,4.8012019574297184,No
2007-02,Hake,USA,21337.917645671365,5.150770184095063,No
2007-02,Pollock,USA,66648.67414792573,1.3509098440602987,No
2007-02,Redfish,USA,8159.229254928287,1.8077883999999995,No
2007-03,Cod,NORWAY,1698.0,6.446996466431095,Yes
2007-03,Cod,USA,16381.50792426813,5.079437154667036,No
2007-03,Haddock,USA,9814.843374368373,5.462840104002217,No
2007-03,Hake,USA,32246.8271175985,4.280681305376132,No
2007-03,Pollock,USA,141767.28869374315,1.660042187224158,No
2007-03,Redfish,USA,8105.251698705447,1.5873263999999998,No
2007-04,Cod,NORWAY,585.0,20.064957264957265,Yes
2007-04,Cod,POLAND,4101.0,5.444281882467691,Yes
2007-04,Cod,USA,29929.420943291818,5.526579692717821,No
2007-04,Haddock,USA,49865.28290589762,4.922805521092656,No
2007-04,Hake,USA,5366.457711533054,6.487484272014199,No
2007-04,Pollock,FAROE IS.,5987.0,2.139635877735093,Yes
2007-04,Pollock,USA,56857.41760484801,2.9090309930976708,No
2007-04,Redfish,USA,3074.9063330642016,2.0062042,No
2007-05,Cod,USA,16296.23245729423,4.786990502524563,No
2007-05,Haddock,NORWAY,315.0,17.085714285714285,Yes
2007-05,Haddock,USA,77626.98333499652,4.320808378609075,No
2007-05,Hake,USA,21206.829294844465,4.873696513656877,No
2007-05,Pollock,USA,62731.44578203954,1.5820139128439106,No
2007-05,Redfish,USA,5074.797470765938,1.5873263999999998,No
2007-06,Cod,NORWAY,530.0,16.550943396226415,Yes
2007-06,Cod,USA,44989.612722373924,3.0030649704350454,No
2007-06,Haddock,USA,31880.77763968394,3.0580834978957094,No
2007-06,Hake,CROATIA,92040.0,1.254574098218166,Yes
2007-06,Hake,UKRAINE,298670.0,1.8067365319583486,Yes
2007-06,Hake,USA,29404.160354165346,2.0998586341627457,No
2007-06,Pollock,USA,108455.87901769922,1.0451048023086185,No
2007-06,Redfish,USA,12042.891745516235,1.0141252,No
2007-07,Cod,NORWAY,572.0,13.251748251748252,Yes
2007-07,Cod,SPAIN,94508.0,4.88191475853896,Yes
2007-07,Cod,USA,60555.10700256734,3.4179982539082103,No
2007-07,Haddock,USA,4837.114786221662,4.37327641267817,No
2007-07,Hake,BULGARIA,188880.0,1.6489093604404914,Yes
2007-07,Hake,CROATIA,117000.0,1.4763247863247864,Yes
2007-07,Hake,GREECE,23760.0,1.675,Yes
2007-07,Hake,LITHUANIA,117120.0,1.5309084699453552,Yes
2007-07,Hake,ROMANIA,46440.0,1.469229112833764,Yes
2007-07,Hake,RUSSIAN FEDERATION,24000.0,1.4666666666666666,Yes
2007-07,Hake,UKRAINE,883844.0,1.814107466928553,Yes
2007-07,Hake,USA,50056.24552077002,2.003247525993385,No
2007-07,Pollock,USA,124278.10688463319,1.0498723650587984,No
2007-07,Redfish,USA,6396.567208861392,1.3889106000000002,No
2007-08,Cod,USA,45708.55748382942,4.376657917300784,No
2007-08,Haddock,USA,22356.233727354374,3.3543154412563143,No
2007-08,Hake,BULGARIA,23240.0,1.2741394148020655,Yes
2007-08,Hake,ROMANIA,70761.0,1.5000211981176073,Yes
2007-08,Hake,UKRAINE,439976.0,1.6067149117224575,Yes
2007-08,Hake,USA,61433.26287523474,2.0300837716089397,No
2007-08,Pollock,USA,122782.15746931445,1.3120092798520806,No
2007-08,Redfish,USA,11894.56686413078,1.3889106,No
2007-09,Cod,NORWAY,1602.0,21.563046192259677,Yes
2007-09,Cod,USA,39826.364634268044,4.557183204309696,No
2007-09,Haddock,USA,22994.892543839756,3.15511150407338,No
2007-09,Hake,UKRAINE,884040.0,1.429877607348084,Yes
2007-09,Hake,USA,49119.57616278543,2.673252300973312,No
2007-09,Pollock,USA,155888.08955738405,1.2200253434370942,No
2007-09,Redfish,USA,19998.004191198484,1.2345872,No
2007-10,Cod,NETHERLANDS,75601.0,4.682477745003373,Yes
2007-10,Cod,NORWAY,1896.0,21.787447257383967,Yes
2007-10,Cod,USA,49874.35476408633,4.5074201172799535,No
2007-10,Haddock,USA,41912.892017671984,3.358067964879547,No
2007-10,Hake,BULGARIA,141090.0,1.340250903678503,Yes
2007-10,Hake,GREECE,67500.0,1.616074074074074,Yes
2007-10,Hake,ROMANIA,47174.0,1.5050663501081103,Yes
2007-10,Hake,UKRAINE,570940.0,1.3831418362700107,Yes
2007-10,Hake,USA,43603.88638404805,2.670629149299906,No
2007-10,Pollock,USA,190019.1416207782,1.0538828788083645,No
2007-10,Redfish,USA,14959.040560277965,1.3007257999999997,No
2007-11,Cod,NETHERLANDS,18975.0,4.518840579710145,Yes
2007-11,Cod,NORWAY,1510.0,24.36953642384106,Yes
2007-11,Cod,PORTUGAL,81110.0,2.3148810257674763,Yes
2007-11,Cod,USA,38785.82250002268,4.847630342244,No
2007-11,Haddock,USA,61156.571200479,3.6973511686709637,No
2007-11,Hake,BOSNIA-HERCEGOVINA,72014.0,1.6952537006693142,Yes
2007-11,Hake,BULGARIA,24300.0,1.5153909465020576,Yes
2007-11,Hake,GREECE,90900.0,1.5067216721672168,Yes
2007-11,Hake,ROMANIA,267108.0,1.3052435718885245,Yes
2007-11,Hake,SERBIA & KOSOVO,115713.0,1.347739666243205,Yes
2007-11,Hake,UKRAINE,605960.0,1.4419301604066277,Yes
2007-11,Hake,USA,37966.63370558192,2.800417619968459,No
2007-11,Pollock,USA,201764.9300106141,0.9287572919146162,No
2007-11,Redfish,USA,10006.713175059647,1.6314187999999998,No
2007-12,Cod,NORWAY,1809.0,21.412935323383085,Yes
2007-12,Cod,USA,29858.66044941986,3.9134990733407253,No
2007-12,Haddock,USA,45494.91522348524,3.8609640030568593,No
2007-12,Hake,BULGARIA,24300.0,1.4948559670781894,Yes
2007-12,Hake,UKRAINE,19519.0,1.3138992776269276,Yes
2007-12,Hake,USA,11812.46654752293,5.220835102634205,No
2007-12,Pollock,USA,142231.31424009582,1.033725665726514,No
2007-12,Redfish,USA,7002.11374295797,1.8298345999999996,No
2008-01,Cod,USA,11730.819823824515,4.8132373395870385,No
2008-01,Haddock,USA,39720.67748636954,3.1467600229853034,No
2008-01,Hake,USA,6568.025328628064,5.4420100732872925,No
2008-01,Pollock,USA,36858.052634921216,1.3912324806714416,No
2008-01,Redfish,USA,7024.793388429753,1.3007257999999997,No
2008-02,Cod,NORWAY,227.0,14.317180616740089,Yes
2008-02,Cod,RUSSIAN FEDERATION,1824.0,7.8125,Yes
2008-02,Cod,USA,10737.451352160466,4.669562483271375,No
2008-02,Haddock,USA,26816.866398744456,4.084980637600852,No
2008-02,Hake,UKRAINE,25095.0,1.6166567045228133,Yes
2008-02,Hake,USA,6382.959421578323,4.477305605827174,No
2008-02,Pollock,USA,49213.92348794805,2.0377747371546016,No
2008-02,Redfish,USA,6360.27977610654,1.3668644,No
2008-03,Cod,DENMARK,190987.0,4.725955169723594,Yes
2008-03,Cod,NORWAY,815.0,20.121472392638037,Yes
2008-03,Cod,USA,14819.333944171785,5.263472049003704,No
2008-03,Haddock,USA,19657.35591621232,3.9286768947550583,No
2008-03,Hake,USA,5022.1806932714035,4.974996226932803,No
2008-03,Pollock,USA,59044.64261414666,2.120680801106237,No
2008-03,Redfish,USA,5336.066986600866,1.6755112,No
2008-04,Cod,USA,29376.03759378034,4.937711205500054,No
2008-04,Haddock,USA,36342.317496892894,2.9745406304714113,No
2008-04,Hake,USA,2930.2101949542325,6.450042400557275,No
2008-04,Pollock,USA,43501.82797942503,2.7848282618674727,No
2008-04,Redfish,USA,4377.625168963359,1.6975574,No
2008-05,Cod,NORWAY,1056.0,17.19412878787879,Yes
2008-05,Cod,USA,10193.139860837697,6.068901324279103,No
2008-05,Haddock,FAROE IS.,2275.0,1.0008791208791208,Yes
2008-05,Haddock,USA,62853.00868176829,4.141240100658887,No
2008-05,Hake,UKRAINE,192420.0,1.969031285729134,Yes
2008-05,Hake,USA,3755.749290127097,6.484682048405795,No
2008-05,Pollock,USA,26811.42328383123,2.146960621621073,No
2008-05,Redfish,USA,2398.599305095663,1.3007257999999997,No
2008-06,Cod,USA,83051.95453184677,3.1592057222372714,No
2008-06,Haddock,USA,63248.08810588674,3.3995962002839972,No
2008-06,Hake,CROATIA,88325.0,1.9103085196716671,Yes
2008-06,Hake,SPAIN,183300.0,4.608499727223132,Yes
2008-06,Hake,UKRAINE,23520.0,2.0,Yes
2008-06,Hake,USA,28662.535947238077,2.9474865781421107,No
2008-06,Pollock,USA,241680.65244804096,1.265930461958582,No
2008-06,Redfish,USA,12435.249612178064,1.3007257999999997,No
2008-07,Cod,NORWAY,340.0,13.873529411764704,Yes
2008-07,Cod,USA,112574.50263537481,3.428395071396222,No
2008-07,Haddock,USA,36226.6513049868,3.251851489342148,No
2008-07,Hake,GREECE,46800.0,2.2046153846153844,Yes
2008-07,Hake,UKRAINE,441000.0,2.1561678004535145,Yes
2008-07,Hake,USA,58495.795193729544,2.1019485177146575,No
2008-07,Pollock,USA,226447.64177046387,1.188290361057306,No
2008-07,Redfish,USA,11021.400513467175,1.3227719999999998,No
2008-08,Cod,NORWAY,900.0,28.17222222222222,Yes
2008-08,Cod,USA,65593.163447669,3.9805590442105543,No
2008-08,Haddock,USA,21327.93860166378,2.9645996821777967,No
2008-08,Hake,BULGARIA,22500.0,1.65,Yes
2008-08,Hake,RUSSIAN FEDERATION,142960.0,1.846264689423615,Yes
2008-08,Hake,UKRAINE,410800.0,2.0519036027263877,Yes
2008-08,Hake,USA,60813.20136803622,2.071527352056388,No
2008-08,Pollock,USA,244620.38809409336,1.1771224886179177,No
2008-08,Redfish,USA,12193.938184358303,1.1684486,No
2008-09,Cod,USA,46163.51117199336,4.750869343167636,No
2008-09,Haddock,USA,12155.382787056275,3.67866407692365,No
2008-09,Hake,GREECE,69936.0,2.6363246396705557,Yes
2008-09,Hake,POLAND,46425.0,2.3263327948303716,Yes
2008-09,Hake,UKRAINE,91627.0,1.9013609525576525,Yes
2008-09,Hake,USA,26419.972602988273,2.97636758302716,No
2008-09,Pollock,USA,150520.72466003214,1.9685256676064742,No
2008-09,Redfish,USA,8034.944797742923,1.3668644,No
2008-10,Cod,NORWAY,1377.0,20.689179375453886,Yes
2008-10,Cod,USA,44871.67856592066,3.9258939186151114,No
2008-10,Haddock,USA,44831.762389890326,2.171812010271457,No
2008-10,Hake,GREECE,45000.0,4.0,Yes
2008-10,Hake,ROMANIA,23504.0,2.1272974812797822,Yes
2008-10,Hake,RUSSIAN FEDERATION,118000.0,1.8702542372881357,Yes
2008-10,Hake,UKRAINE,263105.0,2.916611238859011,Yes
2008-10,Hake,USA,19189.24803367474,3.0367458848694007,No
2008-10,Pollock,USA,198783.91740980308,1.5250233215549367,No
2008-10,Redfish,USA,8918.543785323549,1.4384612901841112,No
2008-11,Cod,NORWAY,2417.0,20.732726520479932,Yes
2008-11,Cod,SPAIN,69367.0,2.583461876684879,Yes
2008-11,Cod,USA,38633.868875361746,3.6446137572775403,No
2008-11,Haddock,USA,5219.947201785342,3.53510280596107,No
2008-11,Hake,BULGARIA,69000.0,1.3056666666666668,Yes
2008-11,Hake,UKRAINE,136440.0,1.9214892993257109,Yes
2008-11,Hake,USA,17029.238598942222,2.6903997929094636,No
2008-11,Pollock,USA,176455.35284992427,0.9806154769765844,No
2008-11,Redfish,USA,5183.206176121055,1.9621118,No
2008-12,Cod,NORWAY,587.0,22.654173764906304,Yes
2008-12,Cod,PORTUGAL,31816.0,1.984158913754086,Yes
2008-12,Cod,USA,14567.589879435007,3.7066982559845556,No
2008-12,Haddock,USA,21543.848826555146,2.587337130368873,No
2008-12,Hake,UKRAINE,92850.0,2.110931610123856,Yes
2008-12,Hake,USA,5427.692754306865,4.584386244091593,No
